"evidence","login","id","savingTime","clientTime","uxLang","parameter","recommendedId","recommendedVideoId","recommendedAuthor","recommendedTitle","recommendedLength","recommendedDisplayL","recommendedLengthText","recommendedPubTime","recommendedRelativeS","recommendedViews","recommendedForYou","recommendedVerified","recommendationOrder","recommendedKind","watchedVideoId","watchedTitle","watchedAuthor","watchedChannel","watchedPubTime","watchedViews","watchedLike","watchedDislike","hoursOffset","experiment","pseudonym","step","top20","isAPItoo","thumbnail","qualitative"
28,"false","deca88fb9cdfaffa88f",2020-03-25T09:50:05.752Z,2020-03-25T10:01:12.000Z,"nl","","f26edfdd88909d3d4b4ee61553b845b8d2fdf17d","ZIAHa2aGf34","NBC News","NBC Nightly News Broadcast (Full) - March 24th, 2020 | NBC Nightly News",70680,"19:38","19 minuten",2020-03-25T04:01:12.000Z,21600,566587,"false","true",29,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,592644,5776,197,11,"wetest1","pie-raspberry-quince","English","false","false","https://i.ytimg.com/vi/ZIAHa2aGf34/mqdefault.jpg","linked"
29,"false","deca88fb9cdfaffa88f",2020-03-25T09:50:05.752Z,2020-03-25T10:01:12.000Z,"nl","","31b9d46993f55a0c895dd91746abd673a934edfb","4lpvrBAUx6o","Kenya CitizenTV","American woman who survived COVID-19 shares her story | NEWSNIGHT |",29700,"8:15","8 minuten en 15 seconden",2020-03-18T10:01:12.000Z,604800,185647,"false","true",30,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,592644,5776,197,11,"wetest1","pie-raspberry-quince","English","false","false","https://i.ytimg.com/vi/4lpvrBAUx6o/mqdefault.jpg","relevant"
30,"false","deca88fb9cdfaffa88f",2020-03-25T09:50:05.752Z,2020-03-25T10:01:12.000Z,"nl","","1310cea168cf0e1c83d1214f067712bee8a02e19","9-8eB-b9jJ0","DW News","Coronavirus in Germany: Bavaria on lockdown, is Berlin next? | DW News",28800,"8:00","8 minuten",2020-03-22T10:01:12.000Z,259200,488364,"false","true",31,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,592644,5776,197,11,"wetest1","pie-raspberry-quince","English","false","false","https://i.ytimg.com/vi/9-8eB-b9jJ0/mqdefault.jpg","relevant"
31,"false","deca88fb9cdfaffa88f",2020-03-25T09:50:05.752Z,2020-03-25T10:01:12.000Z,"nl","","1a378dd7493c1df798acca6dcd12033639efee16","CgBU_XWPZBY","BBC News","Coronavirus: UK pubs and restaurants told to shut to fight virus - BBC News",57480,"15:58","15 minuten",2020-03-21T10:01:12.000Z,345600,291049,"false","true",32,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,592644,5776,197,11,"wetest1","pie-raspberry-quince","English","false","false","https://i.ytimg.com/vi/CgBU_XWPZBY/mqdefault.jpg","relevant"
32,"false","deca88fb9cdfaffa88f",2020-03-25T09:50:05.752Z,2020-03-25T10:01:12.000Z,"nl","","7107aba2d47456db0d30c546e21b6cc037d8ee6b","CLMMbssYd6c","Guardian News","Trump throws tantrum over question about coronavirus fears: ’You’re a terrible reporter’",8880,"2:28","2 minuten en 28 seconden",2020-03-21T10:01:12.000Z,345600,745697,"false","true",33,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,592644,5776,197,11,"wetest1","pie-raspberry-quince","English","false","false","https://i.ytimg.com/vi/CLMMbssYd6c/mqdefault.jpg","relevant"
33,"false","deca88fb9cdfaffa88f",2020-03-25T09:50:05.752Z,2020-03-25T10:01:12.000Z,"nl","","509fed1816d74a9820aad9990a0772aeccf24dcd","PHV4ukogdE0","ABC News","Lesson from South Korea on how to slow the COVID-19 spread | ABC News",13380,"3:43","3 minuten en 43 seconden",2020-03-24T12:01:12.000Z,79200,299923,"false","true",34,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,592644,5776,197,11,"wetest1","pie-raspberry-quince","English","false","false","https://i.ytimg.com/vi/PHV4ukogdE0/mqdefault.jpg","relevant"
34,"false","deca88fb9cdfaffa88f",2020-03-25T09:50:05.752Z,2020-03-25T10:01:12.000Z,"nl","","fbd5d562533f1b635a85223b7ac40563f0c2ab5b","0hQlcheYIVw","London Real","BIG PHARMA WANT US TO BE ILL: 〃It Isn’t Coronavirus That’s Killing People It’s Their Immune Systems〃",26040,"7:14","7 minuten en 14 seconden",2020-03-23T10:01:12.000Z,172800,378903,"false","true",35,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,592644,5776,197,11,"wetest1","pie-raspberry-quince","English","false","false","https://i.ytimg.com/vi/0hQlcheYIVw/mqdefault.jpg","relevant"
35,"false","deca88fb9cdfaffa88f",2020-03-25T09:50:05.752Z,2020-03-25T10:01:12.000Z,"nl","","ae5e404cda90b6fe2236b93b9cb74491ca50bfd2","VNP30CyV7qo","NBC News","Nightly News Full Broadcast (March 21st)",67380,"18:43","18 minuten",2020-03-22T10:01:12.000Z,259200,2843,"false","true",36,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,592644,5776,197,11,"wetest1","pie-raspberry-quince","English","false","true","https://i.ytimg.com/vi/VNP30CyV7qo/mqdefault.jpg","relevant"
36,"false","deca88fb9cdfaffa88f",2020-03-25T09:50:05.752Z,2020-03-25T10:01:12.000Z,"nl","","b6fa5cdb40c8d114540343cf64554990fecd0374","6sOUg4Tg6kE","UrduPoint.com","What Is The Difference Between Normal Flu & Coronavirus? | Watch Important Video",31320,"8:42","8 minuten en 42 seconden",2020-03-18T10:01:12.000Z,604800,250238,"false","true",37,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,592644,5776,197,11,"wetest1","pie-raspberry-quince","English","false","true","https://i.ytimg.com/vi/6sOUg4Tg6kE/mqdefault.jpg","relevant"
37,"false","deca88fb9cdfaffa88f",2020-03-25T09:50:05.752Z,2020-03-25T10:01:12.000Z,"nl","","6bc7c0e9169437c98282c3f3a531ab82aa256a78","AjBlq529Mx8","Dr Rajesh Kumar","കൊറോണ പനിയെ ജലദോഷത്തിനും വൈറൽ പനിയ്ക്കുമിടയിൽ എങ്ങനെ സ്വയം തിരിച്ചറിയാം ?",40980,"11:23","11 minuten en 23 seconden",2020-03-11T10:01:12.000Z,1209600,1454,"true","true",38,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,592644,5776,197,11,"wetest1","pie-raspberry-quince","English","false","false","https://i.ytimg.com/vi/AjBlq529Mx8/mqdefault.jpg","linked"
38,"false","deca88fb9cdfaffa88f",2020-03-25T09:50:05.752Z,2020-03-25T10:01:12.000Z,"nl","","34d54aaff70da93e5031d395c1e930b8aff680ad","igfsf096n3M","BBC News","Coronavirus: UK to open temporary hospital with military help - BBC News",97560,"27:06","27 minuten",2020-03-24T18:01:12.000Z,57600,458646,"false","true",39,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,592644,5776,197,11,"wetest1","pie-raspberry-quince","English","false","false","https://i.ytimg.com/vi/igfsf096n3M/mqdefault.jpg","relevant"
39,"false","deca88fb9cdfaffa88f",2020-03-25T09:50:05.752Z,2020-03-25T10:01:12.000Z,"nl","","cfba8ddebad1d6b3f82e3e9c850583a86b04263c","ynyRa208lJk","Quick Support","What is Corona Virus With Full Information? – [Hindi] – Quick Support",38880,"10:48","10 minuten en 48 seconden",2020-02-25T10:01:12.000Z,2592000,1344,"true","true",40,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,592644,5776,197,11,"wetest1","pie-raspberry-quince","English","false","false","https://i.ytimg.com/vi/ynyRa208lJk/mqdefault.jpg","relevant"
0,"true","9c8f9cb8adb",2020-03-25T09:44:58.675Z,2020-03-25T09:56:09.000Z,"nl","","b9e36029e92b74ff3a04ebf50bdae4786c5df380","X9qDKcUaPUo","WIRED","Dr. Martin Blaser Answers Coronavirus Questions From Twitter | Tech Support | WIRED",55080,"15:18","15 minuten",2020-03-22T09:56:09.000Z,259200,356662,"true","true",1,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,592456,5774,197,11,"wetest1","pie-raspberry-quince","English","true","false","https://i.ytimg.com/vi/X9qDKcUaPUo/mqdefault.jpg","relevant"
1,"true","9c8f9cb8adb",2020-03-25T09:44:58.675Z,2020-03-25T09:56:09.000Z,"nl","","d802b8b0a0b35c8b2f50dda9ae1b9bd7842400ea","OOJqHPfG7pA","Science Insider","What Coronavirus Symptoms Look Like, Day By Day",19140,"5:19","5 minuten en 19 seconden",2020-03-19T09:56:09.000Z,518400,10841,"true","true",2,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,592456,5774,197,11,"wetest1","pie-raspberry-quince","English","true","true","https://i.ytimg.com/vi/OOJqHPfG7pA/mqdefault.jpg","relevant"
2,"true","9c8f9cb8adb",2020-03-25T09:44:58.675Z,2020-03-25T09:56:09.000Z,"nl","","0444a4cbe0fe641ce6d916d799b90ecd777d39bc","o2dvXWX3Sdw","Vox","We need to change how we bury the dead",21120,"5:52","5 minuten en 52 seconden",2018-03-25T08:56:09.000Z,63072000,5423,"true","true",3,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,592456,5774,197,11,"wetest1","pie-raspberry-quince","English","true","false","https://i.ytimg.com/vi/o2dvXWX3Sdw/mqdefault.jpg","linked"
3,"true","9c8f9cb8adb",2020-03-25T09:44:58.675Z,2020-03-25T09:56:09.000Z,"nl","","f074bfea57e20e6c8f7211da0c8e4230a0b21882","3x1aLAw_xkY","Cambridge University","Spanish Flu: a warning from history",39780,"11:03","11 minuten en 3 seconden",2019-03-25T09:56:09.000Z,31536000,2537,"true","true",4,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,592456,5774,197,11,"wetest1","pie-raspberry-quince","English","true","false","https://i.ytimg.com/vi/3x1aLAw_xkY/mqdefault.jpg","linked"
4,"true","9c8f9cb8adb",2020-03-25T09:44:58.675Z,2020-03-25T09:56:09.000Z,"nl","","d31325e235c0be7e498cfca1f4648f6b600f7470","agvHuHugb0k","The Daily Show with Trevor Noah","Trump’s Bulls**t Corona Cure & Sad Spring Breakers | The Daily Social Distancing Show",43020,"11:57","11 minuten en 57 seconden",2020-03-20T09:56:09.000Z,432000,4363,"false","true",5,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,592456,5774,197,11,"wetest1","pie-raspberry-quince","English","true","false","https://i.ytimg.com/vi/agvHuHugb0k/mqdefault.jpg","linked"
5,"true","9c8f9cb8adb",2020-03-25T09:44:58.675Z,2020-03-25T09:56:09.000Z,"nl","","82e76192963a0dc440f8d7ad73db87da742a781d","BtN-goy9VOY","Kurzgesagt – In a Nutshell","Het Coronavirus Uitgelegd & Wat Jij Kan Doen",30900,"8:35","8 minuten en 35 seconden",2020-03-20T09:56:09.000Z,432000,16506,"true","true",6,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,592456,5774,197,11,"wetest1","pie-raspberry-quince","English","true","true","https://i.ytimg.com/vi/BtN-goy9VOY/mqdefault.jpg","relevant"
6,"true","9c8f9cb8adb",2020-03-25T09:44:58.675Z,2020-03-25T09:56:09.000Z,"nl","","ea83dd7f12e66608b8d246e476ea314aefc4ce99","DSuwaZEF9ZY","BBC News","Coronavirus: How bad is the situation in Europe? - BBC News",79860,"22:11","22 minuten",2020-03-20T09:56:09.000Z,432000,3260,"false","true",7,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,592456,5774,197,11,"wetest1","pie-raspberry-quince","English","true","false","https://i.ytimg.com/vi/DSuwaZEF9ZY/mqdefault.jpg","relevant"
7,"true","9c8f9cb8adb",2020-03-25T09:44:58.675Z,2020-03-25T09:56:09.000Z,"nl","","a207ccf09a620f02d00ee002d8614ed5e0add2ce","G9oqvJ3iXGI","Channel 4 News","Coronavirus survivor reveals what it’s like to have Covid-19",29460,"8:11","8 minuten en 11 seconden",2020-03-11T09:56:09.000Z,1209600,10030,"false","true",8,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,592456,5774,197,11,"wetest1","pie-raspberry-quince","English","true","false","https://i.ytimg.com/vi/G9oqvJ3iXGI/mqdefault.jpg","relevant"
8,"true","9c8f9cb8adb",2020-03-25T09:44:58.675Z,2020-03-25T09:56:09.000Z,"nl","","ccc3ca9563d12c7a27bb1eb177042e0d0e632647","9AEMKudv5p0","Vox","What Bill Gates is afraid of",16380,"4:33","4 minuten en 33 seconden",2016-03-25T09:56:09.000Z,126230400,8389,"true","true",9,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,592456,5774,197,11,"wetest1","pie-raspberry-quince","English","true","false","https://i.ytimg.com/vi/9AEMKudv5p0/mqdefault.jpg","linked"
9,"true","9c8f9cb8adb",2020-03-25T09:44:58.675Z,2020-03-25T09:56:09.000Z,"nl","","f1686b393e8227be907bc7a137e1061b22fe8486","hdiaYZkjkY8","NOS","LIVE: Kamerleden worden bijgepraat over coronavirus","","","",2020-03-24T09:56:09.000Z,86400,4401,"false","true",10,"live","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,592456,5774,197,11,"wetest1","pie-raspberry-quince","English","true","false","https://i.ytimg.com/vi/hdiaYZkjkY8/mqdefault.jpg","relevant"
10,"true","9c8f9cb8adb",2020-03-25T09:44:58.675Z,2020-03-25T09:56:09.000Z,"nl","","53b84bffd6ec5375687e8fc7875c370feb240822","qNIMP5qeW3A","ABC News (Australia)","What is it like to actually have coronavirus? | 7.30",23100,"6:25","6 minuten en 25 seconden",2020-03-20T09:56:09.000Z,432000,368944,"true","true",11,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,592456,5774,197,11,"wetest1","pie-raspberry-quince","English","true","false","https://i.ytimg.com/vi/qNIMP5qeW3A/mqdefault.jpg","relevant"
11,"true","9c8f9cb8adb",2020-03-25T09:44:58.675Z,2020-03-25T09:56:09.000Z,"nl","","638f90935468f15f853f76b4b575b1000d61d818","5d667Bb_iYA","LastWeekTonight","LGBT Discrimination: Last Week Tonight with John Oliver (HBO)",53160,"14:46","14 minuten en 46 seconden",2016-03-25T09:56:09.000Z,126230400,11212,"true","true",12,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,592456,5774,197,11,"wetest1","pie-raspberry-quince","English","true","false","https://i.ytimg.com/vi/5d667Bb_iYA/mqdefault.jpg","off-topic"
12,"true","9c8f9cb8adb",2020-03-25T09:44:58.675Z,2020-03-25T09:56:09.000Z,"nl","","986aefcb589d2b0919dc8cd9f911e748a5efb54e","Faro2mDRklg","ABC News In-depth","Coronavirus: Inside Italy’s COVID-19 Lockdown | Foreign Correspondent",92700,"25:45","25 minuten",2020-03-24T09:56:09.000Z,86400,907508,"false","true",13,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,592456,5774,197,11,"wetest1","pie-raspberry-quince","English","true","false","https://i.ytimg.com/vi/Faro2mDRklg/mqdefault.jpg","relevant"
13,"true","9c8f9cb8adb",2020-03-25T09:44:58.675Z,2020-03-25T09:56:09.000Z,"nl","","97e4fba9d0c09d2b224461a9ef144f12e63682e6","ddlRvqhGdPk","Los Angeles Times","The Science Behind the Coronavirus, the complete series",119700,"33:15","33 minuten",2020-03-19T09:56:09.000Z,518400,1055,"false","true",14,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,592456,5774,197,11,"wetest1","pie-raspberry-quince","English","true","false","https://i.ytimg.com/vi/ddlRvqhGdPk/mqdefault.jpg","relevant"
14,"true","9c8f9cb8adb",2020-03-25T09:44:58.675Z,2020-03-25T09:56:09.000Z,"nl","","f30ced1d0525f18c6145f6bc67ad228d31938fba","LVBc7-Te_yA","THE KOREA TIMES 코리아타임스","’Vaccines won’t work’: US virologist breaks down COVID-19, how to curb spread",57900,"16:05","16 minuten",2020-03-19T09:56:09.000Z,518400,360156,"false","true",15,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,592456,5774,197,11,"wetest1","pie-raspberry-quince","English","true","false","https://i.ytimg.com/vi/LVBc7-Te_yA/mqdefault.jpg","relevant"
15,"true","9c8f9cb8adb",2020-03-25T09:44:58.675Z,2020-03-25T09:56:09.000Z,"nl","","0dbe4b375ddbfe4a3e051f89543a78a7579d6ee0","2JsWf-2nN1Y","Guardian News","Coronavirus: how do I know if I’m infected and what happens next?",7800,"2:10","2 minuten en 10 seconden",2020-03-21T09:56:09.000Z,345600,947599,"false","true",16,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,592456,5774,197,11,"wetest1","pie-raspberry-quince","English","true","true","https://i.ytimg.com/vi/2JsWf-2nN1Y/mqdefault.jpg","relevant"
16,"true","9c8f9cb8adb",2020-03-25T09:44:58.675Z,2020-03-25T09:56:09.000Z,"nl","","e05e521e5f23cfa6b3d9e8a29ece2291fbc56c8e","Fqw-9yMV0sI","TEDx Talks","Coronavirus Is Our Future | Alanna Shaikh | TEDxSMU",60360,"16:46","16 minuten",2020-03-18T09:56:09.000Z,604800,5730,"true","true",17,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,592456,5774,197,11,"wetest1","pie-raspberry-quince","English","true","false","https://i.ytimg.com/vi/Fqw-9yMV0sI/mqdefault.jpg","relevant"
17,"true","9c8f9cb8adb",2020-03-25T09:44:58.675Z,2020-03-25T09:56:09.000Z,"nl","","aa413de438c2f3401d6b922a74f846f5b74b7d73","en7WdN5_6MI","DW News","How will the Coronavirus change global politics? | DW Analysis",82020,"22:47","22 minuten",2020-03-20T09:56:09.000Z,432000,212919,"false","true",18,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,592456,5774,197,11,"wetest1","pie-raspberry-quince","English","true","false","https://i.ytimg.com/vi/en7WdN5_6MI/mqdefault.jpg","relevant"
18,"true","9c8f9cb8adb",2020-03-25T09:44:58.675Z,2020-03-25T09:56:09.000Z,"nl","","83d7a7e8517f6b7a252236f9e8efc803de71538c","Zl0V-OhZYk4","Channel 4 News","How coronavirus (Covid-19) spread day by day",42420,"11:47","11 minuten en 47 seconden",2020-02-25T09:56:09.000Z,2592000,1179,"true","true",19,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,592456,5774,197,11,"wetest1","pie-raspberry-quince","English","true","false","https://i.ytimg.com/vi/Zl0V-OhZYk4/mqdefault.jpg","relevant"
19,"true","9c8f9cb8adb",2020-03-25T09:44:58.675Z,2020-03-25T09:56:09.000Z,"nl","","a12f6e33c37992b5d6234ffa4e12e440daacbb9a","Y7nZ4mw4mXw","60 Minutes Australia","Journalist goes undercover at 〃wet markets〃, where the Coronavirus started | 60 Minutes Australia",99060,"27:31","27 minuten",2020-03-11T09:56:09.000Z,1209600,11892,"false","true",20,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,592456,5774,197,11,"wetest1","pie-raspberry-quince","English","true","false","https://i.ytimg.com/vi/Y7nZ4mw4mXw/mqdefault.jpg","relevant"
20,"true","9c8f9cb8adb",2020-03-25T09:44:58.675Z,2020-03-25T09:56:09.000Z,"nl","","a7c297ad2e28697b1864930af480b9d946be1f22","9wzc6nFKimI","The Sun","Coronavirus sufferer reveals what it’s like to have the disease",16200,"4:30","4 minuten en 30 seconden",2020-03-21T09:56:09.000Z,345600,468214,"false","true",21,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,592456,5774,197,11,"wetest1","pie-raspberry-quince","English","false","false","https://i.ytimg.com/vi/9wzc6nFKimI/mqdefault.jpg","relevant"
21,"true","9c8f9cb8adb",2020-03-25T09:44:58.675Z,2020-03-25T09:56:09.000Z,"nl","","0dd35f501ef5178fb583f2b0035021eae4a73c87","ZnvLZab9Rc0","Nine News Australia","Coronavirus: Doctors discuss Australia’s spike in cases | Nine News Australia",24180,"6:43","6 minuten en 43 seconden",2020-03-24T22:56:09.000Z,39600,32741,"false","true",22,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,592456,5774,197,11,"wetest1","pie-raspberry-quince","English","false","false","https://i.ytimg.com/vi/ZnvLZab9Rc0/mqdefault.jpg","relevant"
22,"true","9c8f9cb8adb",2020-03-25T09:44:58.675Z,2020-03-25T09:56:09.000Z,"nl","","d4d8cdc8efbf07b0acaa4cac8454377cfe28c687","vdx4Jo0GCRU","Sky News","Coronavirus: Italian city’s warning to the rest of the world",17580,"4:53","4 minuten en 53 seconden",2020-03-23T09:56:09.000Z,172800,2278,"false","true",23,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,592456,5774,197,11,"wetest1","pie-raspberry-quince","English","false","false","https://i.ytimg.com/vi/vdx4Jo0GCRU/mqdefault.jpg","relevant"
23,"true","9c8f9cb8adb",2020-03-25T09:44:58.675Z,2020-03-25T09:56:09.000Z,"nl","","645b182616d9deddd700877d7d393da68ef2f038","GIcCypc3bmU","DW News","Italy’s death toll falls for the second consecutive day | Coronavirus Update",48420,"13:27","13 minuten en 27 seconden",2020-03-24T18:56:09.000Z,54000,639126,"false","true",24,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,592456,5774,197,11,"wetest1","pie-raspberry-quince","English","false","false","https://i.ytimg.com/vi/GIcCypc3bmU/mqdefault.jpg","relevant"
24,"true","9c8f9cb8adb",2020-03-25T09:44:58.675Z,2020-03-25T09:56:09.000Z,"nl","","7069f29d9b0aeb1907490b78b923605d1388e460","TPpoJGYlW54","Vox","How wildlife trade is linked to coronavirus",31740,"8:49","8 minuten en 49 seconden",2020-03-11T09:56:09.000Z,1209600,19497,"false","true",25,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,592456,5774,197,11,"wetest1","pie-raspberry-quince","English","false","false","https://i.ytimg.com/vi/TPpoJGYlW54/mqdefault.jpg","relevant"
25,"true","9c8f9cb8adb",2020-03-25T09:44:58.675Z,2020-03-25T09:56:09.000Z,"nl","","86423178ce3dda930ae718d073ab2f3215537c48","yhB9D06_ef4","The Daily Show with Trevor Noah","Coronavirus Hits the NBA and Trump Makes the Virus Racist | The Daily Social Distancing Show",63960,"17:46","17 minuten",2020-03-19T09:56:09.000Z,518400,3669,"false","true",26,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,592456,5774,197,11,"wetest1","pie-raspberry-quince","English","false","false","https://i.ytimg.com/vi/yhB9D06_ef4/mqdefault.jpg","relevant"
26,"true","9c8f9cb8adb",2020-03-25T09:44:58.675Z,2020-03-25T09:56:09.000Z,"nl","","a1948ce817e5f2f3499ef3f0e528b4576bc4b326","ZIAHa2aGf34","NBC News","NBC Nightly News Broadcast (Full) - March 24th, 2020 | NBC Nightly News",70680,"19:38","19 minuten",2020-03-25T03:56:09.000Z,21600,551446,"false","true",27,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,592456,5774,197,11,"wetest1","pie-raspberry-quince","English","false","false","https://i.ytimg.com/vi/ZIAHa2aGf34/mqdefault.jpg","linked"
27,"true","9c8f9cb8adb",2020-03-25T09:44:58.675Z,2020-03-25T09:56:09.000Z,"nl","","c8781dc2fe48d6ea13b5dc4d118548cfce28d54b","3dmIzW3icRs","Going Underground on RT","Italian Doctor on What Medications NOT to Take for Coronavirus (COVID-19)",25140,"6:59","6 minuten en 59 seconden",2020-03-19T09:56:09.000Z,518400,296966,"false","true",28,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,592456,5774,197,11,"wetest1","pie-raspberry-quince","English","false","false","https://i.ytimg.com/vi/3dmIzW3icRs/mqdefault.jpg","relevant"
28,"true","9c8f9cb8adb",2020-03-25T09:44:58.675Z,2020-03-25T09:56:09.000Z,"nl","","a63178aca01e5822c88d9a09e8dfc2839aee1047","mD97kJVCOXM","Jimmy Kimmel Live","The 5 Stages of Coronavirus",41820,"11:37","11 minuten en 37 seconden",2020-03-18T09:56:09.000Z,604800,2523,"false","true",29,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,592456,5774,197,11,"wetest1","pie-raspberry-quince","English","false","false","https://i.ytimg.com/vi/mD97kJVCOXM/mqdefault.jpg","relevant"
29,"true","9c8f9cb8adb",2020-03-25T09:44:58.675Z,2020-03-25T09:56:09.000Z,"nl","","f1f4e8f877ebbb56deb89fd921125f26cfed4cdf","EJDYz2Cd9dE","BBC News","Coronavirus: sharp rise in UK death toll as hospitals prepare for a surge in cases - BBC News",38940,"10:49","10 minuten en 49 seconden",2020-03-24T22:56:09.000Z,39600,787628,"false","true",30,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,592456,5774,197,11,"wetest1","pie-raspberry-quince","English","false","false","https://i.ytimg.com/vi/EJDYz2Cd9dE/mqdefault.jpg","relevant"
30,"true","9c8f9cb8adb",2020-03-25T09:44:58.675Z,2020-03-25T09:56:09.000Z,"nl","","9308f5e640b2bf5176e85e6f39499afae89a370a","dSQztKXR6k0","Vox","Why fighting the coronavirus depends on you",23400,"6:30","6 minuten en 30 seconden",2020-03-18T09:56:09.000Z,604800,5977,"false","true",31,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,592456,5774,197,11,"wetest1","pie-raspberry-quince","English","false","false","https://i.ytimg.com/vi/dSQztKXR6k0/mqdefault.jpg","relevant"
